id,dish_id,customer_id,placed_at
ORD_PNR_00240,DISH_PNR_005,CUST_00240,2026-09-18T19:58:00
ORD_PNR_00241,DISH_PNR_006,CUST_00241,2026-09-18T20:00:00
ORD_PNR_00242,DISH_PNR_007,CUST_00242,2026-09-18T20:02:00
ORD_PNR_00243,DISH_PNR_008,CUST_00243,2026-09-18T20:04:00
ORD_PNR_00244,DISH_PNR_009,CUST_00244,2026-09-18T20:06:00
ORD_PNR_00245,DISH_PNR_010,CUST_00245,2026-09-18T20:08:00
ORD_PNR_00246,DISH_PNR_011,CUST_00246,2026-09-18T20:10:00
ORD_PNR_00247,DISH_PNR_012,CUST_00247,2026-09-18T20:12:00
ORD_PNR_00248,DISH_PNR_013,CUST_00248,2026-09-18T20:14:00
ORD_PNR_00249,DISH_PNR_014,CUST_00249,2026-09-18T20:16:00
ORD_PNR_00250,DISH_PNR_015,CUST_00250,2026-09-18T20:18:00
ORD_PNR_00251,DISH_PNR_016,CUST_00251,2026-09-18T20:20:00
ORD_PNR_00252,DISH_PNR_017,CUST_00252,2026-09-18T20:22:00
ORD_PNR_00253,DISH_PNR_018,CUST_00253,2026-09-18T20:24:00
ORD_PNR_00254,DISH_PNR_019,CUST_00254,2026-09-18T20:26:00
ORD_PNR_00255,DISH_PNR_020,CUST_00255,2026-09-18T20:28:00
ORD_PNR_00256,DISH_PNR_021,CUST_00256,2026-09-18T20:30:00
ORD_PNR_00257,DISH_PNR_022,CUST_00257,2026-09-18T20:32:00
ORD_PNR_00258,DISH_PNR_023,CUST_00258,2026-09-18T20:34:00
ORD_PNR_00259,DISH_PNR_024,CUST_00259,2026-09-18T20:36:00
ORD_PNR_00260,DISH_PNR_025,CUST_00260,2026-09-18T20:38:00
ORD_PNR_00261,DISH_PNR_026,CUST_00261,2026-09-18T20:40:00
ORD_PNR_00262,DISH_PNR_027,CUST_00262,2026-09-18T20:42:00
ORD_PNR_00263,DISH_PNR_028,CUST_00263,2026-09-18T20:44:00
ORD_PNR_00264,DISH_PNR_029,CUST_00264,2026-09-18T20:46:00
ORD_PNR_00265,DISH_PNR_030,CUST_00265,2026-09-18T20:48:00
ORD_PNR_00266,DISH_PNR_031,CUST_00266,2026-09-18T20:50:00
ORD_PNR_00267,DISH_PNR_032,CUST_00267,2026-09-18T20:52:00
ORD_PNR_00268,DISH_PNR_033,CUST_00268,2026-09-18T20:54:00
ORD_PNR_00269,DISH_PNR_034,CUST_00269,2026-09-18T20:56:00
ORD_PNR_00270,DISH_PNR_035,CUST_00270,2026-09-18T20:58:00
ORD_PNR_00271,DISH_PNR_036,CUST_00271,2026-09-18T21:00:00
ORD_PNR_00272,DISH_PNR_037,CUST_00272,2026-09-18T21:02:00
ORD_PNR_00273,DISH_PNR_038,CUST_00273,2026-09-18T21:04:00
ORD_PNR_00274,DISH_PNR_039,CUST_00274,2026-09-18T21:06:00
ORD_PNR_00275,DISH_PNR_040,CUST_00275,2026-09-18T21:08:00
ORD_PNR_00276,DISH_PNR_041,CUST_00276,2026-09-18T21:10:00
ORD_PNR_00277,DISH_PNR_042,CUST_00277,2026-09-18T21:12:00
ORD_PNR_00278,DISH_PNR_043,CUST_00278,2026-09-18T21:14:00
ORD_PNR_00279,DISH_PNR_044,CUST_00279,2026-09-18T21:16:00
ORD_PNR_00280,DISH_PNR_045,CUST_00280,2026-09-18T21:18:00
ORD_PNR_00281,DISH_PNR_046,CUST_00281,2026-09-18T21:20:00
ORD_PNR_00282,DISH_PNR_047,CUST_00282,2026-09-18T21:22:00
ORD_PNR_00283,DISH_PNR_001,CUST_00283,2026-09-18T21:24:00
ORD_PNR_00284,DISH_PNR_002,CUST_00284,2026-09-18T21:26:00
ORD_PNR_00285,DISH_PNR_003,CUST_00285,2026-09-18T21:28:00
ORD_PNR_00286,DISH_PNR_004,CUST_00286,2026-09-18T21:30:00
ORD_PNR_00287,DISH_PNR_005,CUST_00287,2026-09-18T21:32:00
ORD_PNR_00288,DISH_PNR_006,CUST_00288,2026-09-18T21:34:00
ORD_PNR_00289,DISH_PNR_007,CUST_00289,2026-09-18T21:36:00
ORD_PNR_00290,DISH_PNR_008,CUST_00290,2026-09-18T21:38:00
ORD_PNR_00291,DISH_PNR_009,CUST_00291,2026-09-18T21:40:00
ORD_PNR_00292,DISH_PNR_010,CUST_00292,2026-09-18T21:42:00
ORD_PNR_00293,DISH_PNR_011,CUST_00293,2026-09-18T21:44:00
ORD_PNR_00294,DISH_PNR_012,CUST_00294,2026-09-18T21:46:00
ORD_PNR_00295,DISH_PNR_013,CUST_00295,2026-09-18T21:48:00
ORD_PNR_00296,DISH_PNR_014,CUST_00296,2026-09-18T21:50:00
ORD_PNR_00297,DISH_PNR_015,CUST_00297,2026-09-18T21:52:00
ORD_PNR_00298,DISH_PNR_016,CUST_00298,2026-09-18T21:54:00
ORD_PNR_00299,DISH_PNR_017,CUST_00299,2026-09-18T21:56:00
ORD_PNR_00300,DISH_PNR_018,CUST_00300,2026-09-18T21:58:00
ORD_PNR_00301,DISH_PNR_019,CUST_00301,2026-09-18T22:00:00
ORD_PNR_00302,DISH_PNR_020,CUST_00302,2026-09-18T22:02:00
ORD_PNR_00303,DISH_PNR_021,CUST_00303,2026-09-18T22:04:00
ORD_PNR_00304,DISH_PNR_022,CUST_00304,2026-09-18T22:06:00
ORD_PNR_00305,DISH_PNR_023,CUST_00305,2026-09-18T22:08:00
ORD_PNR_00306,DISH_PNR_024,CUST_00306,2026-09-18T22:10:00
ORD_PNR_00307,DISH_PNR_025,CUST_00307,2026-09-18T22:12:00
ORD_PNR_00308,DISH_PNR_026,CUST_00308,2026-09-18T22:14:00
ORD_PNR_00309,DISH_PNR_027,CUST_00309,2026-09-18T22:16:00
ORD_PNR_00310,DISH_PNR_028,CUST_00310,2026-09-18T22:18:00
ORD_PNR_00311,DISH_PNR_029,CUST_00311,2026-09-18T22:20:00
ORD_PNR_00312,DISH_PNR_030,CUST_00312,2026-09-18T22:22:00
ORD_PNR_00313,DISH_PNR_031,CUST_00313,2026-09-18T22:24:00
ORD_PNR_00314,DISH_PNR_032,CUST_00314,2026-09-18T22:26:00
ORD_PNR_00315,DISH_PNR_033,CUST_00315,2026-09-18T22:28:00
ORD_PNR_00316,DISH_PNR_034,CUST_00316,2026-09-18T22:30:00
ORD_PNR_00317,DISH_PNR_035,CUST_00317,2026-09-18T22:32:00
ORD_PNR_00318,DISH_PNR_036,CUST_00318,2026-09-18T22:34:00
ORD_PNR_00319,DISH_PNR_037,CUST_00319,2026-09-18T22:36:00
ORD_PNR_00320,DISH_PNR_038,CUST_00320,2026-09-18T22:38:00
ORD_PNR_00321,DISH_PNR_039,CUST_00321,2026-09-18T22:40:00
ORD_PNR_00322,DISH_PNR_040,CUST_00322,2026-09-18T22:42:00
ORD_PNR_00323,DISH_PNR_041,CUST_00323,2026-09-18T22:44:00
ORD_PNR_00324,DISH_PNR_042,CUST_00324,2026-09-18T22:46:00
ORD_PNR_00325,DISH_PNR_043,CUST_00325,2026-09-18T22:48:00
ORD_PNR_00326,DISH_PNR_044,CUST_00326,2026-09-18T22:50:00
ORD_PNR_00327,DISH_PNR_045,CUST_00327,2026-09-18T22:52:00
ORD_PNR_00328,DISH_PNR_046,CUST_00328,2026-09-18T22:54:00
ORD_PNR_00329,DISH_PNR_047,CUST_00329,2026-09-18T22:56:00
ORD_PNR_00330,DISH_PNR_001,CUST_00330,2026-09-18T22:58:00
ORD_PNR_00331,DISH_PNR_002,CUST_00331,2026-09-18T23:00:00
ORD_PNR_00332,DISH_PNR_003,CUST_00332,2026-09-18T23:02:00
ORD_PNR_00333,DISH_PNR_004,CUST_00333,2026-09-18T23:04:00
ORD_PNR_00334,DISH_PNR_005,CUST_00334,2026-09-18T23:06:00
ORD_PNR_00335,DISH_PNR_006,CUST_00335,2026-09-18T23:08:00
ORD_PNR_00336,DISH_PNR_007,CUST_00336,2026-09-18T23:10:00
ORD_PNR_00337,DISH_PNR_008,CUST_00337,2026-09-18T23:12:00
ORD_PNR_00338,DISH_PNR_009,CUST_00338,2026-09-18T23:14:00
ORD_PNR_00339,DISH_PNR_010,CUST_00339,2026-09-18T23:16:00
ORD_PNR_00340,DISH_PNR_011,CUST_00340,2026-09-18T23:18:00
